Job Order: External Job Title,Job Title,Job Primary Recruiter,Job Order: ID,Market,Job Number,Job Description,STEM Flag,Female Applicants,Male Applicants,Other Applicants,Unknown Applicants
,2019 Analyst - March,,80,,,"Slalom is a purpose-driven consulting firm that helps companies solve business problems and build for the future, with solutions spanning business advisory, customer experience, technology, and analytics. We partner with companies to push the boundaries of what?s possible?together. Founded in 2001 and headquartered in Seattle, WA, Slalom has organically grown to nearly 4,500 employees. We were named one of Fortune?s 100 Best Companies to Work For in 2017 and are regularly recognized by our employees as a best place to work. You can find us in 25 cities across the U.S., U.K., and Canada. Job Title: Insert title here Responsibilities: ��The job description should contain a list of the duties and responsibilities associated with the role ��Descriptions of duties should be no more than two or three sentences in length and should be outcome-based, containing an action, an object and a purpose�� The list of duties and responsibilities will vary in length, but as a rule, should be as short as possible, otherwise the document becomes an operational manual rather than a job description. Qualifications: Include both skills and competencies required for this role; they should be listed separately from each other, as they are two different things.�� Skills are activities the candidate can perform based on what they have learned in the past or from qualifications they have obtained.��Competencies are the traits or attributes you expect the candidate to display in the role.�� Avoid using a laundry list of technologies and/or skills, keep things specific and to the point.�� Slalom is an equal opportunity employer and all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability status, protected veteran status, or any other characteristic protected by law.",0,14,10,,
,2019 Analyst-Advanced Analytics,,81,,,"Information Management & Analytics Analyst Opportunity at Slalom! Fun. Inclusive. Entrepreneurial. Life is a little different at Slalom, and our employees feel the difference; we're recognized as a Best Place to Work year after year. You define your career path. We give you the tools to do it, from training and mentorship to professional development resources. We work hard, recognize achievements, and celebrate our successes (often in legendary fashion). Information Management and Analytics Analyst ? New York Office Slalom Consulting is seeking talented, experienced early career professionals (0-3 years? experience) interested in developing in the consulting industry. We are looking for voracious learners to partner with our amazing colleagues and deliver high quality solutions to top New York businesses. �� Role Description Liaise between business and technical teams to drive effective, timely solutions that fulfill strategic and operational needs Analyze business needs through requirements gathering sessions Lead meetings, track + manage action items, and provide project status reporting to management Proactively identify risks, and drive action to mitigate and resolve issues Assist with testing scenarios and validate test results Prepare and deliver client presentations and deliverables Collaborate with clients and internal teams to analyze, design, & deliver innovative solutions for a wide variety of business topics and industries Work closely with both IT and business clients, to best align business needs with technical capability/ feasibility Perform technical analysis to determine present and future business performance Conduct and participate in client white-boarding sessions, workshops, design sessions, and project meetings as needed, playing a key role in client relations Produce deliverables using various software tools covering traditional as well as modern technologies Produce documentation to aid both business and IT users and administrators of the software and database platforms related to the solutions produced �� Qualifications Master?s degree; Statistic, Quantitative, Computer Science, Information Technology, Engineering discipline Strong verbal and written communication skills to deliver your message to varied audiences Strong organizational skills and the ability to manage a vast array of information Strong analytical and interpersonal communication skills Rigorous and logical problem-solving approach Adaptable self-starter who can create structure in flexible and ambiguous environments Highly self-motivated and able to work independently as well as in a team environment Strong SQL skills Preferred Qualifications Understanding of AGILE project approaches and methodologies Exposure to any of the following: Java, Python, PHP, R, Shell, Scala, Javascript, C, C++, C#, html, MS VB Exposure to any of the following tools: AWS, GCP, Tableau, QlikView, Power BI, MicroStrategy, Cognos, Informatica, Dell Boomi, and/or Microsoft Azure cloud solutions, architecture, related technologies, and their interdependencies, etc Knowledge of relational and dimensional database structures, theories, principles, and practices Strong aptitude for learning new technologies and analytics techniques Slalom Is An Equal Opportunity Employer And All Qualified Applicants Will Receive Consideration For Employment Without Regard To Race, Color, Religion, Sex, National Origin, Disability Status, Protected Veteran Status, Or Any Other Characteristic Protected By Law.",1,2,3,,
,2019 Analyst-DVD,,82,,,"Information Management & Analytics Analyst Opportunity at Slalom! Fun. Inclusive. Entrepreneurial. Life is a little different at Slalom, and our employees feel the difference; we're recognized as a Best Place to Work year after year. You define your career path. We give you the tools to do it, from training and mentorship to professional development resources. We work hard, recognize achievements, and celebrate our successes (often in legendary fashion). Information Management and Analytics Analyst ? New York Office Slalom Consulting is seeking talented, experienced early career professionals (0-3 years? experience) interested in developing in the consulting industry. We are looking for voracious learners to partner with our amazing colleagues and deliver high quality solutions to top New York businesses. �� Role Description Liaise between business and technical teams to drive effective, timely solutions that fulfill strategic and operational needs Analyze business needs through requirements gathering sessions Lead meetings, track + manage action items, and provide project status reporting to management Proactively identify risks, and drive action to mitigate and resolve issues Assist with testing scenarios and validate test results Prepare and deliver client presentations and deliverables Collaborate with clients and internal teams to analyze, design, & deliver innovative solutions for a wide variety of business topics and industries Work closely with both IT and business clients, to best align business needs with technical capability/ feasibility Perform technical analysis to determine present and future business performance Conduct and participate in client white-boarding sessions, workshops, design sessions, and project meetings as needed, playing a key role in client relations Produce deliverables using various software tools covering traditional as well as modern technologies Produce documentation to aid both business and IT users and administrators of the software and database platforms related to the solutions produced �� Qualifications Master?s degree; Statistic, Quantitative, Computer Science, Information Technology, Engineering discipline Strong verbal and written communication skills to deliver your message to varied audiences Strong organizational skills and the ability to manage a vast array of information Strong analytical and interpersonal communication skills Rigorous and logical problem-solving approach Adaptable self-starter who can create structure in flexible and ambiguous environments Highly self-motivated and able to work independently as well as in a team environment Strong SQL skills Preferred Qualifications Understanding of AGILE project approaches and methodologies Exposure to any of the following: Java, Python, PHP, R, Shell, Scala, Javascript, C, C++, C#, html, MS VB Exposure to any of the following tools: AWS, GCP, Tableau, QlikView, Power BI, MicroStrategy, Cognos, Informatica, Dell Boomi, and/or Microsoft Azure cloud solutions, architecture, related technologies, and their interdependencies, etc Knowledge of relational and dimensional database structures, theories, principles, and practices Strong aptitude for learning new technologies and analytics techniques Slalom Is An Equal Opportunity Employer And All Qualified Applicants Will Receive Consideration For Employment Without Regard To Race, Color, Religion, Sex, National Origin, Disability Status, Protected Veteran Status, Or Any Other Characteristic Protected By Law.",0,1,,,
,2019 Analyst-Data Management,,83,,,"Information Management & Analytics Analyst Opportunity at Slalom! Fun. Inclusive. Entrepreneurial. Life is a little different at Slalom, and our employees feel the difference; we're recognized as a Best Place to Work year after year. You define your career path. We give you the tools to do it, from training and mentorship to professional development resources. We work hard, recognize achievements, and celebrate our successes (often in legendary fashion). Information Management and Analytics Analyst ? New York Office Slalom Consulting is seeking talented, experienced early career professionals (0-3 years? experience) interested in developing in the consulting industry. We are looking for voracious learners to partner with our amazing colleagues and deliver high quality solutions to top New York businesses. �� Role Description Liaise between business and technical teams to drive effective, timely solutions that fulfill strategic and operational needs Analyze business needs through requirements gathering sessions Lead meetings, track + manage action items, and provide project status reporting to management Proactively identify risks, and drive action to mitigate and resolve issues Assist with testing scenarios and validate test results Prepare and deliver client presentations and deliverables Collaborate with clients and internal teams to analyze, design, & deliver innovative solutions for a wide variety of business topics and industries Work closely with both IT and business clients, to best align business needs with technical capability/ feasibility Perform technical analysis to determine present and future business performance Conduct and participate in client white-boarding sessions, workshops, design sessions, and project meetings as needed, playing a key role in client relations Produce deliverables using various software tools covering traditional as well as modern technologies Produce documentation to aid both business and IT users and administrators of the software and database platforms related to the solutions produced �� Qualifications Master?s degree; Statistic, Quantitative, Computer Science, Information Technology, Engineering discipline Strong verbal and written communication skills to deliver your message to varied audiences Strong organizational skills and the ability to manage a vast array of information Strong analytical and interpersonal communication skills Rigorous and logical problem-solving approach Adaptable self-starter who can create structure in flexible and ambiguous environments Highly self-motivated and able to work independently as well as in a team environment Strong SQL skills Preferred Qualifications Understanding of AGILE project approaches and methodologies Exposure to any of the following: Java, Python, PHP, R, Shell, Scala, Javascript, C, C++, C#, html, MS VB Exposure to any of the following tools: AWS, GCP, Tableau, QlikView, Power BI, MicroStrategy, Cognos, Informatica, Dell Boomi, and/or Microsoft Azure cloud solutions, architecture, related technologies, and their interdependencies, etc Knowledge of relational and dimensional database structures, theories, principles, and practices Strong aptitude for learning new technologies and analytics techniques Slalom Is An Equal Opportunity Employer And All Qualified Applicants Will Receive Consideration For Employment Without Regard To Race, Color, Religion, Sex, National Origin, Disability Status, Protected Veteran Status, Or Any Other Characteristic Protected By Law.",1,,2,,
,2019 BAS Intern,,84,,,"Business Advisory Services Internship (Strategy & Operations, Organizational Effectiveness, Delivery Leadership) Slalom Consulting?s Business Advisory Services group enables companies to get the most business value from their processes, technologies, and people. BAS is comprised of three verticals: Strategy & Operations, Organizational Effectiveness, and Delivery Leadership. With the BAS internship, our goal is to give you exposure to our work across these practices, and we hope you?ll take the opportunity to explore, engage, ask questions, and make the experience your own. Responsibilities Have a strong desire to make an impact from day 1 Understand the client?s strategic, organizational, and tactical challenges Create and execute improvement plans adapted to the client environment Mentor clients, work on projects independently, participate as a team member, and/or lead teams of consultants and/or clients to successful project delivery Work in multiple disciplines across industries and build client knowledge and credibility quickly (projects vary in length, lasting anywhere from a few weeks to several months) Design and conduct assessments, evaluate results and present findings in a logical and easy-to-understand manner Support the execution of plans by employee-facing managers and business leaders Create and manage measurement systems to track adoption, utilization, and proficiency of individual changes Qualifications Strong leadership skills, including a history of increasing leadership responsibility and career growth A history of consulting OR mentoring/ teaching others Outstanding communication skills with audiences of all levels Ability to apply a structured approach and methodology Excellent writing skills Ability to develop a set of actionable and targeted plans Slalom is an equal opportunity employer and all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, national origin, disability status, protected veteran status, or any other characteristic protected by law.",0,15,18,,
,2019 DV+D Intern,,85,,,"Data Visualization & Discovery Internship (Data & Analytics) Slalom Consulting?s Data Visualization & Discovery group enables companies to get the most business value from their data. With the DV&D internship, our goal is to give exposure to our work within the practice and across the broader Information Management & Analytics practice, and we hope you will take the opportunity to explore, engage, ask questions, and make the practice your own. Responsibilities Have a strong desire to make an impact from day 1 Understand the client?s strategic measures of success Mentor clients, work on projects independently, participate as a team member, and/or lead teams of consultants and/or clients to successful project delivery Work in multiple disciplines across industries and build client knowledge and credibility quickly (projects vary in length, lasting anywhere from a few weeks to several months) Design and build data visualization dashboards and present results Support the execution of plans by employee-facing managers and business leaders Qualifications Strong leadership skills, including a history of increasing leadership responsibility and career growth A history of consulting OR mentoring / teaching others Outstanding communication skills with audiences of all levels Ability to apply a structured approach and methodology Excellent dashboard design and build skills and learning curve Slalom is an equal opportunity employer and all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, national origin, disability status, protected veteran status, or any other characteristic protected by law.",0,4,4,,
,2019 TE Intern,,86,,,"Technology Consulting Internship (Native Cloud Solutions, Mobile Web, DevOps) Slalom Consulting?s Technology Enablement group helps companies realize their business goals with world-class applications of technology and platforms. Our goal is to give you exposure to our work across the various technology disciplines where we are known leaders. We hope you?ll take the opportunity to explore, engage, ask questions, and find your way to the disciplines where you have the most passion and drive to excel. Responsibilities Contribute to software-based initiatives in a developer capacity Actively participate in agile development projects Actively communicate status Grow your skills at every step of the process Qualifications A habitual love for coding and solution design Strong communications and writing skills Ability to work as part of a diverse solution team Ability to participate and be heard in customer meetings Slalom is an equal opportunity employer and all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, national origin, disability status, protected veteran status, or any other characteristic protected by law.",1,1,5,,
,AEM Consultant - TE,,87,,,"AEM experience is necessary where they have done development on more than one project, act as a functional architect or own AEM delployment/solutioning",1,,2,,
,AEM Developer,,88,,,"Slalom is a purpose-driven consulting firm that helps companies solve business problems and build for the future, with solutions spanning business advisory, customer experience, technology, and analytics. We partner with companies to push the boundaries of what?s possible?together. Founded in 2001 and headquartered in Seattle, WA, Slalom has organically grown to nearly 4,000 employees. We were named one of Fortune?s 100 Best Companies to Work For in 2016 and are regularly recognized by our employees as a best place to work. You can find us in 25 cities across the U.S., U.K., and Canada. Job Title: Adobe Experience Manager Developer Responsibilities: Translate business requirements into well-architected solutions that best leverage the AEM platform Lead technical design sessions; architect and document technical solutions that are aligned with client business objectives Manage the technical delivery of custom development, integrations, and data migration elements of an AEM implementation Develop custom solutions and interfaces leveraging the Adobe platform, including AEM/CQ, CRX, CQ WCM, DAM Manage technical scopes and client expectations Provide hands-on, expert-level technical assistance to developers Design and manage the execution of test plans to ensure a quality solution is delivered Demonstrate technical thought leadership Conduct code reviews for ongoing projects to ensure that code quality is at the highest level possible and appropriate design patterns are being used Be a credible subject matter expert to clients and partners on sales cycles and marketing events Provide detailed estimates and participate in sales solutioning and proposal creation Coach and mentor junior developers and configurators; own responsibility for ongoing technical development of developers on AEM projects Interview potential candidates as needed and as time permits Collaborate with Slalom team members and clients, promote a fun and supportive work environment Qualifications: �� Bachelor?s degree in a technical discipline or equivalent Proven ability to design and optimize business processes and integrate business processes across disparate systems 5+ years of Web Content Management System experience Minimum of 3 years of AEM/CQ platform experience (5+ years preferred) Minimum of 5 years of Java experience Understanding of object-oriented design principles Strong background in design and development of enterprise systems as part of a complete software product lifecycle Familiarity with agile software delivery methodologies such as Scrum Excellent client-facing written and oral communications skills Familiarity with related Adobe products such as Analytics, Campaign, Target, Audience Manager, etc. Slalom is an equal opportunity employer and all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability status, protected veteran status, or any other characteristic protected by law.",1,3,17,,
,AEM Solution Architect,,89,,,"Job Title: AEM Solution Architect Self-driven individual with a ?get it done? mentality that has a passion for helping organizations solve complex business and technology problems. This person will build and deliver intelligent and robust solutions for Slalom Consulting?s clients as an AEM Solution Architect. The individual in this role will lead technical requirements sessions, work directly with clients and Slalom developers, architect and document solutions, and develop interfaces between Adobe and other system. This role is located in Minneapolis, MN. Responsibilities: Translate business requirements into well-architected solutions that best leverage the AEM platform Lead technical design sessions; architect and document technical solutions that are aligned with client business objectives Manage the technical delivery of custom development, integrations, and data migration elements of an AEM implementation Develop custom solutions and interfaces leveraging the Adobe platform, including AEM/CQ, CRX, CQ WCM, DAM Manage technical scopes and client expectations Design and manage the execution of test plans to ensure a quality solution is delivered Conduct code reviews for ongoing projects to ensure that code quality is at the highest level possible and appropriate design patterns are being used Be a credible subject matter expert to clients and partners on sales cycles and marketing events Provide detailed estimates and participate in sales solutioning and proposal creation Interview potential candidates as needed and as time permits Qualifications:�� Bachelor?s degree in a technical discipline or equivalent Proven ability to design and optimize business processes and integrate business processes across disparate systems 5+ years of Web Content Management System experience Minimum of 3 years of AEM/CQ platform experience (5+ years preferred) Minimum of 5 years of Java experience Understanding of object-oriented design principles Strong background in design and development of enterprise systems as part of a complete software product lifecycle Familiarity with agile software delivery methodologies such as Scrum Excellent client-facing written and oral communications skills Familiarity with related Adobe products such as Analytics, Campaign, Target, Audience Manager, etc. Slalom Is An Equal Opportunity Employer And All Qualified Applicants Will Receive Consideration For Employment Without Regard To Race, Color, Religion, Sex, National Origin, Disability Status, Protected Veteran Status, Or Any Other Characteristic Protected By Law.",1,2,20,,
,AT&T Client Service Lead,,90,,,"Slalom is a purpose-driven consulting firm that helps companies solve business problems and build for the future, with solutions spanning business advisory, customer experience, technology, and analytics. We partner with companies to push the boundaries of what?s possible?together. Founded in 2001 and headquartered in Seattle, WA, Slalom has organically grown to nearly 4,000 employees. We were named one of Fortune?s 100 Best Companies to Work For in 2016 and are regularly recognized by our employees as a best place to work. You can find us in 25 cities across the U.S., U.K., and Canada. Job Title: Insert title here Responsibilities: ��The job description should contain a list of the duties and responsibilities associated with the role ��Descriptions of duties should be no more than two or three sentences in length and should be outcome-based, containing an action, an object and a purpose�� The list of duties and responsibilities will vary in length, but as a rule, should be as short as possible, otherwise the document becomes an operational manual rather than a job description. Qualifications: �� Include both skills and competencies required for this role; they should be listed separately from each other, as they are two different things.�� Skills are activities the candidate can perform based on what they have learned in the past or from qualifications they have obtained. ��Competencies are the traits or attributes you expect the candidate to display in the role. �� Avoid using a laundry list of technologies and/or skills, keep things specific and to the point. �� Slalom is an equal opportunity employer and all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability status, protected veteran status, or any other characteristic protected by law.",0,1,1,,
,AT&T- Product Manager,,91,,,"https://slalom.lightning.force.com/one/one.app#/sObject/0063600000XAYCSAA5/view Working with limited info, but I was in a meeting with Rob on Friday and he can use a Product manager (or owner) with Telco for a project for Bill Holland.��Bill was with Slalom and left to be an AVP at ATT a few weeks ago. He has a few projects that 3 or so Slalom folks are working on and could use additional people.��Targeting $165/hr - $185/hr and unless they get desperate, will probably have to be a known quantity.��I?m happy to present someone strong who is new as well. �� Summary: Telecom or Ecommerce Creating personalization use cases/stories Strong experience as an business and/or functional analyst Assuming the role will leverage a lot of AT&T?s templates and processes Proven track record working for us ASAP start (potentially next week).�� Need to meet with Rob Simpson (Slalom XM) for screening",0,,1,,
,ATT Product Mgr,,92,,,"Bill Holland is requesting 2 Product Managers to add to the team. Job description: - A background in eCommerce product management ? for example, where they are responsible for features/functions on a site, experience with feature planning, developing business cases, handling and prioritizing feature requests, etc. (as opposed to a Product Owner/Solution Owner role in more of an agile methodology, that is more like a decision making project manager and is more focused on balancing resources than strategically deciding an overall product direction). Need experience being responsible for driving product to hit revenue targets at end of year- which is a different skillset of prioritizing, and aggregating/communicating/interpreting wins throughout the year. - Personalization & Optimization ? experience with ecommerce personalization and/or ab testing is a plus. - Experience reading an interpreting web analytics/website data ? read traffic, conversion, funnel fallouts, etc.- to identify opportunities, ask their analysts good questions, and prioritize their backlog based on customer data. - Balance of Diplomacy & Firmness ? they may intake requests from across the organization, prioritize, and communicate back/collaborate both on the items they accept and the items they reject. Will need to be able to justify decisions in an objective and winsome way, both as intaking backlog items, but also when justifying to leadership which priorities were pursued. Opportunity Name T - Digital Transformation - Product Managers Next Steps",0,,1,,
,AWS Alliance Manager,,93,,,"Slalom is a purpose-driven consulting firm that helps companies solve business problems and build for the future, with solutions spanning business advisory, customer experience, technology, and analytics. We partner with companies to push the boundaries of what?s possible?together. Founded in 2001 and headquartered in Seattle, WA, Slalom has organically grown to nearly 4,000 employees. We were named one of Fortune?s 100 Best Companies to Work For in 2016 and are regularly recognized by our employees as a best place to work. You can find us in 25 cities across the U.S., U.K., and Canada. Job Title: AWS Alliance Manager We are excited to have a new team member! We are looking for an energetic person who will manage and grow a thriving partnership that represents over $30M in annual services revenue (2016). ��Serving as the primary, day-to-day owner of all programs and relationships with AWS your creativity and energy are key to making this role enjoyable and successful for the entire team. You will be responsible for navigating, managing, executing, and optimizing partner programs in alignment with Slalom?s 5 regions. You will work with a team dedicated to ensuring that Slalom shows up to our Partners with consistency and excellence in delivery.�� Responsibilities : ?���� ��Serves as a liaison between Slalom and Partner Sales Executives at AWS (Enterprise, Mid-market, Alliance, Marketing and Incubation teams) ?���� ��Collaborates with Slalom market-based Alliance managers/analysts to drive consistency in brand, metrics, and Go-To-Market (GTM) messaging ?���� ��develops new and manages existing partnerships within the AWS ecosystem ?���� ��Own conference and event strategy (re:Invent, Summits, etc.), including award submissions, demand generation, networking events and executive meetings surrounding the AWS relationship ?���� ��Serves as Slalom brand ambassador to identify opportunities to present, sponsor or co-market events ?���� ��Manages Competency Program and coordinates partner-enablement for certifications ?���� ��Responsible for pipeline reporting, leveraging AWS APN Network ?���� ��Establishes performance standards, scorecards and data gathering required to evaluate and manage performance of the partnership ?���� ��Identifies opportunities to leverage partner funding and works with local market leaders to apply funds to existing client opportunities ?���� ��Coordinates with Slalom local market personnel, including Regional Alliance team, Business Development, Practice and Client leadership to meet defined performance, engagement, and revenue growth objectives�� ?���� ��Proactively assesses, clarifies, and validates AWS and Slalom needs on an ongoing basis and works to manage channel conflict�� ?���� ��Executes joint marketing events and initiatives alongside of local Slalom Marketing and/or Cross-Market Alliance Marketing Qualifications : ?���� ��5+ years combined experience in channel, business development, or consulting services�� ?���� ��Self-starter with natural networking skills ?���� ��Strong interpersonal skills and comfort working with cross-functional teams�� ?���� ��Experience developing partner programs and support infrastructure with proven success in delivering GTM strategies and results ?���� ��Expertise in partner/channel pipeline development and management skills with keen attention to detail ?���� ��General understanding of foundational technologies (cloud, compute, database, visualization, etc.) ?���� ��Strong executive presence, ability to manage up, and experience presenting at the executive level ?���� ��Excellent oral and written communication skills and the ability to persuasively articulate Slalom?s values as an AWS partner. ?���� ��Excellent problem solving and negotiation skills ?���� ��Ability to travel in US, Canada, and UK Slalom is an equal opportunity employer and all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability status, protected veteran status, or any other characteristic protected by law.",0,5,8,,
,AWS Architect,,94,,,"Slalom is a purpose-driven consulting firm that helps companies solve business problems and build for the future, with solutions spanning business advisory, customer experience, technology, and analytics. We partner with companies to push the boundaries of what?s possible?together. Founded in 2001 and headquartered in Seattle, WA, Slalom has organically grown to nearly 4,000 employees. We were named one of Fortune?s 100 Best Companies to Work For in 2016 and are regularly recognized by our employees as a best place to work. You can find us in 25 cities across the U.S., U.K., and Canada. Cloud Solution Architect: Join Slalom Denver's growing Technology Enablement Practice as a Cloud Solution Architect and help deliver engaging, modern cloud solutions, strategies, migrations and applications at one of the Nation?s top rated consultancies. As a member of the Technology Enablement team, you will analyze, design and architect cloud based solutions to address our clients? needs for infrastructure-as-a-service, platform-as-a-service and software-as-a-service. We are looking for sharp, disciplined, and self-motivated individuals who have a passion for utilizing the cloud solutions from Microsoft Azure, Google Cloud Platform and Amazon Web Services to solve real business problems for our customers. Requirements: B.S. in Computer Science, related fields or commensurate work experience 5+ years project experience migrating and deploying cloud based solutions (Azure or AWS) 3+ years architecting, implementing and supporting Microsoft Azure or Amazon Web Services infrastructure and topologies Project experience implementing core infrastructure, networking and cloud based services for business teams or consumers Deep product knowledge and understanding of product features including: ��AWS, Microsoft Azure,��Google Cloud IaaS, PaaS, and SaaS Solutions Virtualization Vmware, Citrix High Availability and Disaster Recovery principles, patterns and usage Understanding of cloud ecosystem and leading edge cloud emerging technologies Experience configuring and tuning virtual private clouds Experience supporting Production applications or workloads in a cloud-based environment. Performance analysis, troubleshooting and remediation techniques TLS/SSL, encryption and key management principles Experience with networking principles and technologies (DNS, Load Balancers, Reverse Proxies) Practical experience sizing hardware and storage needs Strong analytical problem solving ability Strong presentation, written and verbal communication skills Self-starter with the ability to work independently or as part of a project team Desired 3+ years previous consulting experience, especially a Big 4 consulting firms or specialty cloud consulting firms Automation experience with CloudFormation, Resource Manager, Puppet, Chef, Ansible Container experience with Docker, Vagrant, Kubernetes Certification MSFT: Azure Solutions Architect AWS: Certified Solutions Architect Slalom is an equal opportunity employer and all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability status, protected veteran status, or any other characteristic protected by law.",1,,4,,
,AWS Channel Manager,,95,,,"Slalom is a purpose-driven consulting firm that helps companies solve business problems and build for the future, with solutions spanning business advisory, customer experience, technology, and analytics. We partner with companies to push the boundaries of what?s possible?together. Founded in 2001 and headquartered in Seattle, WA, Slalom has organically grown to nearly 4,500 employees. We were named one of Fortune?s 100 Best Companies to Work For in 2017 and are regularly recognized by our employees as a best place to work. You can find us in 25 cities across the U.S., U.K., and Canada. Job Title: AWS Channel Manager Manage and grow a thriving partnership that represents over $60M in annual services revenue (2017).��Serve as the primary, day-to-day owner of all programs and relationships with AWS.��Responsible for navigating, managing, executing, and optimizing partner programs in alignment with Slalom?s 5 regions. Responsibilities: Serves as liaison between Slalom and Partner Sales Managers (PSMs) and Partner Development Managers (PDMs) at AWS�� Collaborates with alliance managers/analysts to drive consistency in brand, metrics and GTM messaging Manages existing (MAP, Well Architected) and development new partnerships in AWS ecosystem Helps with conference and event strategy (re:Invent, Global Summits, etc.), including award submissions, demand generation, networking events and executive meetings Serves as Slalom brand ambassador to identify opportunities to present, sponsor or co-market events Helps with AWS competency achievement and coordinates partner-enablement for certifications Responsible for pipeline reporting, and analysis Helps with performance standards, scorecards and data gathering required to evaluate and manage performance of the partnership Identifies opportunities to leverage partner funding and works with local market leaders to apply funds to existing client opportunities Identifies improvement opportunities in alliance back office processes and advocates for improvement in conjunction with markets Coordinates with Slalom local market personnel, including RAD, BDEs, PSXs & CSXs, to meet defined performance, engagement and revenue growth objectives�� Proactively assesses, clarifies, and validates AWS and Slalom needs on an ongoing basis and works to manage channel conflict�� Executes joint marketing events and initiatives alongside of local Slalom Marketing and/or XM Alliance Marketing Qualifications: 5+ years combined experience in channel, business development, or consulting services�� Self-starter with natural networking skills Strong interpersonal skills and comfort working with cross-functional teams�� Experience developing partner programs and support infrastructure with proven success in delivering Go-To-Market strategies and results Expertise in partner/channel pipeline development and management skills with keen attention to detail General understanding of foundational technologies (cloud, compute, database, visualization, etc.) Strong executive presence, ability to manage up and experience presenting at the executive level Excellent oral and written communication skills and the ability to persuasively articulate Slalom?s value as a AWS partner. Excellent problem solving and negotiation skills Ability to travel in US, Canada and UK Slalom is an equal opportunity employer and all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability status, protected veteran status, or any other characteristic protected by law.",0,5,8,,
,AWS Channel Operations Specialist,,96,,,"Slalom Consulting is seeking a Channel Operations Specialist to join our AWS Field Team. This team supports our growing partnership with AWS. We support Slalom?s offices globally by assisting them to do more AWS-related work. The Channel Operations Specialist will responsible for executing a program of AWS campaigns to help increase our effectiveness and grow the AWS business. The successful candidate with work closely with Slalom marketing teams, alliance teams, lead generation teams, and their AWS counterparts to ensure successful execution of each campaign.��The channel operations specialist will manage the campaign lifecycle with an eye on continuous improvement in execution and results. The campaign lifecycle includes campaign definition, campaign schedule management, campaign execution, and campaign wrap up activities.��This person will partner closely with others to deliver the necessary assets and content, audience curation, promotion, channel selection, lead handling and reporting. This person will also tightly coordinate campaign materials with Slalom branding guidelines, local market needs and����Slalom thought leaders as needed. The Channel Operations Specialist will be responsible for managing the development of thought leadership pieces, and driving the necessary acquisition and publication of public customer references. We are looking for a professional that understands the partner ecosystem. T his is a unique opportunity for an execution oriented and data-driven candidate to make a tremendous impact on growth of the AWS Field Team. Responsibilities Develop and program manage multiple national campaigns. Use analysis to optimize existing campaigns, and present recommendations for future campaigns Manage the creation of thought leadership content, install a repeatable process and measure success. Manage the capture and development of public customer references. Align with and support Slalom?s efforts to enhance Slalom?s digital footprint. Assist with AWS marketing campaigns that Slalom is participating in. Utilize data tools to measure and track performance of campaigns against goals and lead regular performance updates to stakeholders. Establish and maintain excellent rapport with Slalom markets and key individuals in those markets. Skills & Experience Comfort and familiarity with cloud platforms (preference for knowledge of AWS) Ability to collaborate with stakeholders to drive business outcomes. Experience developing and executing integrated campaigns, including audience segmentation, goal creation, and measurement. �� Ability to set priorities and work both independently and collaboratively. Ability to handle multiple projects simultaneously while remaining flexible and consistently meeting deadlines in a fast-paced environment. Experience managing budgets and complex schedules. Exceptional interpersonal, verbal and written communication skills. Proficiency and experience in MS Word, Excel, Outlook, PowerPoint and Salesforce.com Qualifications Bachelor?s degree or higher, preferably in Business, Marketing, or Communications. 3-5 years of marketing experience, strong preference in a start-up environment. Understanding of technology space, specifically AWS (or other cloud platforms) is a plus. Must be available to travel 10% (to meet with internal stakeholders, partners, global and regional events).",0,4,1,,
